,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Grejsdalsvej 353,7100",3.295.000 kr.,Petersmindeskolen,"2,81 km",7.1,3.8,Villa,Energimærke F,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 52 dage,150 m²,Ejerudg.: 2.711 kr/md,,5 værelser,Opført 1777,1 toilet,,,7100,https://www.boligsiden.dk/addresses/0a3f50bc-b82e-32b8-e044-0003ba298018,Grund: 748 m²,
"Bøgevej 7, st.,5800",1.995.000 kr.,Birkhovedskolen,"1,37 km",6.9,3.7,Ejerlejlighed,Energimærke D,Høj,"26,3%","27,83‰.","Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",Til salg i alt: 52 dage,128 m²,Ejerudg.: 3.058 kr/md,Elevator: Nej,4 værelser,Opført 1954,1 toilet,Altan: Nej,Terrasse: Ja,5800,https://www.boligsiden.dk/addresses/0a3f50b3-4e83-32b8-e044-0003ba298018,,
"Tannisbugtvej 75,9881",1.185.000 kr.,Bindslev undervisningssted,"5,11 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 52 dage,107 m²,Ejerudg.: 1.348 kr/md,,4 værelser,Opført 1966,1 toilet,,,9881,https://www.boligsiden.dk/addresses/0a3f50c7-fbf0-32b8-e044-0003ba298018,Grund: 715 m²,
"Toustrupvej 31,7870",650.000 kr.,Glyngøre Skole,"4,8 km",6.6,3.8,Villa,Energimærke D,Lav,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 52 dage,128 m²,Ejerudg.: 1.072 kr/md,,4 værelser,Opført 1964,1 toilet,,,7870,https://www.boligsiden.dk/addresses/0a3f50c5-822d-32b8-e044-0003ba298018,Grund: 2051 m²,
"Holger Danskes Vej 45, 3. 35.,2000",4.295.000 kr.,Skolen på Nyelandsvej,555 m,7.8,3.7,Ejerlejlighed,Energimærke D,Lav,"23,47%","24,75‰.","Der er 103.608 indbyggere i Frederiksberg Kommune. Kommuneskatten er på 23,47% og grundskyldspromillen på 24,75‰.",Til salg i alt: 52 dage,81 m²,Ejerudg.: 6.307 kr/md,Elevator: Ja,2 værelser,Opført 1967,1 toilet,Altan: Ja,Terrasse: Nej,2000,https://www.boligsiden.dk/addresses/0a3f50a2-6431-32b8-e044-0003ba298018,,
"Lejrskovvej 10,6640",895.000 kr.,Kongsbjergskolen,"3,91 km",7.2,3.8,Villa,Energimærke F,Mellem,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 272 dage,124 m²,Ejerudg.: 1.499 kr/md,,6 værelser,Opført 1963,1 toilet,,,6640,https://www.boligsiden.dk/addresses/0a3f50bc-624b-32b8-e044-0003ba298018,Grund: 1394 m²,
"Nørrebrogade 76,6700",2.648.000 kr.,Boldesager Skole,191 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 818 dage,112 m²,Ejerudg.: 3.258 kr/md,,4 værelser,Opført 1903,2 toiletter,,,6700,https://www.boligsiden.dk/addresses/0a3f50b9-1d05-32b8-e044-0003ba298018,Grund: 510 m²,
"Østergade 93,8830",650.000 kr.,Ørum Skole,"2,35 km",6.8,3.7,Villa,Energimærke E,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 52 dage,119 m²,Ejerudg.: 1.316 kr/md,,3 værelser,Opført 1900,1 toilet,,,8830,https://www.boligsiden.dk/addresses/0a3f50c6-4d3f-32b8-e044-0003ba298018,Grund: 946 m²,
"Jelshøjvej 104,8320",11.500.000 kr.,Tranbjergskolen,"1,87 km",6.9,3.7,Landejendom/Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 52 dage,228 m²,Ejerudg.: 3.836 kr/md,,7 værelser,Opført 1974,2 toiletter,,,8320,https://www.boligsiden.dk/addresses/0a3f50c3-47dd-32b8-e044-0003ba298018,Grund: 22044 m²,
"Nyrupsvej 11,4520",1.695.000 kr.,Svinninge Skole,875 m,6,3.5,Villa,Energimærke D,Meget høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 307 dage,103 m²,Ejerudg.: 1.627 kr/md,,4 værelser,Opført 1954,1 toilet,,,4520,https://www.boligsiden.dk/addresses/0a3f50ae-ffe4-32b8-e044-0003ba298018,Grund: 734 m²,
"Arnakke Gade 1,4390",1.495.000 kr.,Ågerup Skole,"1,03 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 213 dage,124 m²,Ejerudg.: 2.257 kr/md,,5 værelser,Opført 1920,2 toiletter,,,4390,https://www.boligsiden.dk/addresses/0a3f50ad-2923-32b8-e044-0003ba298018,Grund: 922 m²,
"Blåhøj 66+68,7000",6.695.000 kr.,"Erritsø Fællesskole, Afd. Højmosen",706 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Ukendt,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 52 dage,328 m²,Ejerudg.: 5.404 kr/md,,9 værelser,Opført 1980,-,,,7000,https://www.boligsiden.dk/addresses/95c5f97e-0514-408e-8436-ca1214819b99,Grund: 1242 m²,
"Skovvejen 25,6064",995.000 kr.,Fynslund Skole og Børnehus,"1,46 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Mellem,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 52 dage,180 m²,Ejerudg.: 1.517 kr/md,,8 værelser,Opført 1890,1 toilet,,,6064,https://www.boligsiden.dk/addresses/0a3f50bc-64bb-32b8-e044-0003ba298018,Grund: 1384 m²,
"Bøgevej 5A,8260",6.998.000 kr.,Rosenvangskolen,478 m,7.5,3.8,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 52 dage,140 m²,Ejerudg.: 5.174 kr/md,,4 værelser,Opført 1965,2 toiletter,,,8260,https://www.boligsiden.dk/addresses/0a3f50c2-9c55-32b8-e044-0003ba298018,Grund: 680 m²,
"Enggårdsparken 10,7000",3.375.000 kr.,"Kirstinebjergskolen, Bøgeskovvej","1,58 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke A2015,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 52 dage,165 m²,Ejerudg.: 2.499 kr/md,,5 værelser,Opført 2019,2 toiletter,,,7000,https://www.boligsiden.dk/addresses/fce14814-7a64-4032-ab54-bad007646797,Grund: 800 m²,
"Kongevejen 106,8789",1.095.000 kr.,Stensballeskolen,"27,48 km",7.8,3.9,Villa,Energimærke G,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 52 dage,145 m²,Ejerudg.: 1.509 kr/md,,5 værelser,Opført 1877,1 toilet,,,8789,https://www.boligsiden.dk/addresses/0a3f50bb-6ae3-32b8-e044-0003ba298018,Grund: 3391 m²,
"Skodsborgparken 38, 5. th.,2942",7.995.000 kr.,Ravnholm Skole,"2,68 km",8.2,3.8,Ejerlejlighed,Energimærke C,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 51 dage,97 m²,Ejerudg.: 7.236 kr/md,Elevator: Ja,2 værelser,Opført 1963,1 toilet,Altan: Ja,Terrasse: Nej,2942,https://www.boligsiden.dk/addresses/0a3f50a6-edd0-32b8-e044-0003ba298018,,
"Nørregade 20,6000",2.995.000 kr.,Aalykkeskolen,311 m,7.2,3.8,Rækkehus,Energimærke B,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 52 dage,92 m²,Ejerudg.: 1.749 kr/md,,4 værelser,Opført 1860,2 toiletter,,,6000,https://www.boligsiden.dk/addresses/0a3f50bc-2a3d-32b8-e044-0003ba298018,Grund: 226 m²,
"Rungsted Strandvej 81,2960",15.800.000 kr.,Rungsted Skole,"1,04 km",8.5,3.8,Villa,Energimærke C,Lav,"23,7%","22,1‰.","Der er 24.761 indbyggere i Hørsholm Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 22,1‰.",Til salg i alt: 175 dage,268 m²,Ejerudg.: 6.028 kr/md,,4 værelser,Opført 1980,2 toiletter,,,2960,https://www.boligsiden.dk/addresses/0a3f50aa-1d0a-32b8-e044-0003ba298018,Grund: 1586 m²,
"Frederiksberg 13,6950",2.198.000 kr.,Holmsland Skole,160 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 52 dage,208 m²,Ejerudg.: 1.640 kr/md,,6 værelser,Opført 1999,2 toiletter,,,6950,https://www.boligsiden.dk/addresses/0a3f50bd-c746-32b8-e044-0003ba298018,Grund: 801 m²,
"Gammel Guderup 10,6430",1.175.000 kr.,Nørreskov-Skolen,202 m,6.3,3.7,Villa,Energimærke E,Meget høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 52 dage,168 m²,Ejerudg.: 1.517 kr/md,,5 værelser,Opført 1971,3 toiletter,,,6430,https://www.boligsiden.dk/addresses/0a3f50b7-124c-32b8-e044-0003ba298018,Grund: 942 m²,
"Møllevænget 62,8362",2.595.000 kr.,Højboskolen,448 m,7.3,3.7,Villa,Energimærke D,Høj,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 52 dage,134 m²,Ejerudg.: 2.592 kr/md,,5 værelser,Opført 1969,2 toiletter,,,8362,https://www.boligsiden.dk/addresses/0a3f50c0-323c-32b8-e044-0003ba298018,Grund: 747 m²,
"Ahlefeldtsvej 6,5300",3.495.000 kr.,Kerteminde Byskole,"1,01 km",7.4,3.7,Villa,Energimærke E,Mellem,"26,1%","30,3‰.","Der er 24.034 indbyggere i Kerteminde Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 30,3‰.",Til salg i alt: 52 dage,141 m²,Ejerudg.: 3.384 kr/md,,5 værelser,Opført 1937,2 toiletter,,,5300,https://www.boligsiden.dk/addresses/0a3f50b2-e5f5-32b8-e044-0003ba298018,Grund: 1295 m²,
"Anders Olesens Vej 2,9310",4.495.000 kr.,Vodskov Skole,475 m,6.9,3.7,Villa,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 52 dage,246 m²,Ejerudg.: 3.295 kr/md,,9 værelser,Opført 1974,3 toiletter,,,9310,https://www.boligsiden.dk/addresses/0a3f50c9-b4e5-32b8-e044-0003ba298018,Grund: 1297 m²,
"Hinbjerg 14,2690",5.275.000 kr.,Strandskolen,228 m,7.4,3.8,Villa,Energimærke D,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 52 dage,118 m²,Ejerudg.: 3.922 kr/md,,4 værelser,Opført 1964,2 toiletter,,,2690,https://www.boligsiden.dk/addresses/0a3f50aa-fec2-32b8-e044-0003ba298018,Grund: 700 m²,
"Søndermarksvej 6,7100",1.595.000 kr.,"Vejle Midtbyskole, afdeling Damhaven",538 m,6,3.6,Villa,Energimærke F,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 52 dage,105 m²,Ejerudg.: 2.277 kr/md,,4 værelser,Opført 1927,2 toiletter,,,7100,https://www.boligsiden.dk/addresses/0a3f50bc-fec8-32b8-e044-0003ba298018,Grund: 446 m²,
"Vestermarksvej 26,9610",898.000 kr.,Sortebakkeskolen,"2,67 km",6.9,3.7,Villa,Energimærke D,Mellem,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 52 dage,106 m²,Ejerudg.: 1.813 kr/md,,3 værelser,Opført 1956,2 toiletter,,,9610,https://www.boligsiden.dk/addresses/0a3f50c8-cb9a-32b8-e044-0003ba298018,Grund: 3054 m²,
"Spydagervej 5A,4230",4.000.000 kr.,Dalmose skole,"6,97 km",5.8,3.7,Villa/Landejendom,Energimærke B,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 52 dage,268 m²,Ejerudg.: 3.553 kr/md,,7 værelser,Opført 2009,2 toiletter,,,4230,https://www.boligsiden.dk/addresses/0a3f50ae-7448-32b8-e044-0003ba298018,Grund: 15252 m²,
"Haugårdsvej 86,9670",1.395.000 kr.,Toppedalskolen,"2,25 km",6.5,3.7,Villa,Energimærke C,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 397 dage,151 m²,Ejerudg.: 997 kr/md,,5 værelser,Opført 1984,1 toilet,,,9670,https://www.boligsiden.dk/addresses/0a3f50c8-868b-32b8-e044-0003ba298018,Grund: 1700 m²,
"Liseborgvænget 7,8800",2.495.000 kr.,Søndre Skole,727 m,7.2,3.8,Villa,Energimærke C,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 52 dage,128 m²,Ejerudg.: 2.516 kr/md,,4 værelser,Opført 2002,1 toilet,,,8800,https://www.boligsiden.dk/addresses/0a3f50c6-7c59-32b8-e044-0003ba298018,Grund: 855 m²,
"Søndervej 5,4673",2.495.000 kr.,Store Heddinge Skole,"6,68 km",6.5,3.6,Villa,Energimærke C,Høj,26%,"21,52‰.","Der er 23.473 indbyggere i Stevns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 21,52‰.",Til salg i alt: 52 dage,120 m²,Ejerudg.: 1.920 kr/md,,3 værelser,Opført 1949,2 toiletter,,,4673,https://www.boligsiden.dk/addresses/0a3f50b1-5b0a-32b8-e044-0003ba298018,Grund: 1140 m²,
"Bojskovvej 54,6300",2.750.000 kr.,Gråsten Skole,"3,01 km",7.2,3.7,Villa,Energimærke A2010,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 52 dage,240 m²,Ejerudg.: 1.947 kr/md,,6 værelser,Opført 1925,1 toilet,,,6300,https://www.boligsiden.dk/addresses/0a3f50b6-93ed-32b8-e044-0003ba298018,Grund: 4602 m²,
"Kornmodvænget 5,5210",3.295.000 kr.,Korup Skole,347 m,6.7,3.6,Villa,Energimærke B,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 52 dage,259 m²,Ejerudg.: 2.503 kr/md,,8 værelser,Opført 1973,3 toiletter,,,5210,https://www.boligsiden.dk/addresses/0a3f50b4-3557-32b8-e044-0003ba298018,Grund: 1358 m²,
"Lathyrusvej 5,9240",2.395.000 kr.,Nibe Skole,583 m,7.5,3.8,Villa,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 52 dage,134 m²,Ejerudg.: 2.262 kr/md,,4 værelser,Opført 1976,2 toiletter,,,9240,https://www.boligsiden.dk/addresses/0a3f50c8-b824-32b8-e044-0003ba298018,Grund: 999 m²,
"Høgdalvej 5,8600",1.645.000 kr.,Skægkærskolen,"1,62 km",7,3.7,Villa,Energimærke D,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 706 dage,212 m²,Ejerudg.: 1.727 kr/md,,7 værelser,Opført 1962,2 toiletter,,,8600,https://www.boligsiden.dk/addresses/0a3f50c1-db7d-32b8-e044-0003ba298018,Grund: 777 m²,
"Ny Tustrupvej 10,9520",798.000 kr.,Skørping Skole,"7,45 km",7.8,3.7,Villa,Energimærke C,Meget lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 52 dage,206 m²,Ejerudg.: 1.237 kr/md,,5 værelser,Opført 1927,1 toilet,,,9520,https://www.boligsiden.dk/addresses/0a3f50c9-5267-32b8-e044-0003ba298018,Grund: 1880 m²,
"Thulevej 65,6715",2.698.000 kr.,Studie 10,520 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke B,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 52 dage,145 m²,Ejerudg.: 1.874 kr/md,,6 værelser,Opført 1979,2 toiletter,,,6715,https://www.boligsiden.dk/addresses/0a3f50b9-4fc4-32b8-e044-0003ba298018,Grund: 771 m²,
"Søndermarksvej 118,4200",1.795.000 kr.,Søndermarksskolen,376 m,6.5,3.7,Rækkehus,Energimærke C,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 52 dage,128 m²,Ejerudg.: 2.427 kr/md,,4 værelser,Opført 1973,2 toiletter,,,4200,https://www.boligsiden.dk/addresses/0a3f50ae-c7cd-32b8-e044-0003ba298018,Grund: 132 m²,
"Bøgebjergvej 12,4791",1.595.000 kr.,"Møn Skole, Hjertebjerg","4,08 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke E,Meget høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 52 dage,166 m²,Ejerudg.: 1.740 kr/md,,5 værelser,Opført 1954,1 toilet,,,4791,https://www.boligsiden.dk/addresses/0a3f50af-dce7-32b8-e044-0003ba298018,Grund: 19407 m²,
"Vinkelager 14,7100",2.845.000 kr.,NOVAskolen,"4,74 km",6.8,3.8,Villa,Energimærke D,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 52 dage,136 m²,Ejerudg.: 1.697 kr/md,,5 værelser,Opført 1972,2 toiletter,,,7100,https://www.boligsiden.dk/addresses/0a3f50bc-8950-32b8-e044-0003ba298018,Grund: 782 m²,
"Grønkærvej 21,7700",2.595.000 kr.,Snedsted Skole,"11,59 km",6.8,3.8,Villa/Fritidsbolig,Energimærke C,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 384 dage,132 m²,Ejerudg.: 2.014 kr/md,,4 værelser,Opført 1951,1 toilet,,,7700,https://www.boligsiden.dk/addresses/5338c3f8-baa6-00e2-e044-0003ba298018,Grund: 12001 m²,
"Halfdansvej 23,5700",3.995.000 kr.,Thurø Skole,691 m,7.4,3.9,Villa,Energimærke C,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 52 dage,148 m²,Ejerudg.: 3.340 kr/md,,4 værelser,Opført 1978,2 toiletter,,,5700,https://www.boligsiden.dk/addresses/0a3f50b5-7904-32b8-e044-0003ba298018,Grund: 998 m²,
"Elme Alle 1,7500",1.395.000 kr.,Rolf Krake Skolen,961 m,7.4,3.8,Villa,Energimærke F,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 52 dage,99 m²,Ejerudg.: 1.429 kr/md,,3 værelser,Opført 1926,2 toiletter,,,7500,https://www.boligsiden.dk/addresses/0a3f50bd-f7cd-32b8-e044-0003ba298018,Grund: 235 m²,
"Sandnæsvej 36,7100",2.695.000 kr.,Vinding Skole,"1,69 km",7.5,3.9,Villa,Energimærke A2010,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 52 dage,174 m²,Ejerudg.: 2.149 kr/md,,4 værelser,Opført 1986,1 toilet,,,7100,https://www.boligsiden.dk/addresses/0a3f50bc-ee50-32b8-e044-0003ba298018,Grund: 394 m²,
"Fænøsund Park 3, 1. 4.,5500",2.645.000 kr.,Vestre Skole,943 m,7.1,3.8,Ejerlejlighed,Energimærke B,Høj,"25,8%","21,29‰.","Der er 39.603 indbyggere i Middelfart Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 21,29‰.",Til salg i alt: 52 dage,86 m²,Ejerudg.: 2.828 kr/md,Elevator: Ja,2 værelser,Opført 2007,1 toilet,Altan: Ja,Terrasse: Nej,5500,https://www.boligsiden.dk/addresses/3e7c85ea-d700-3e52-e044-0003ba298018,,
"Ingefærbakken 12,8930",4.195.000 kr.,Rismølleskolen,"2,45 km",6.7,3.6,Villa,Energimærke A2015,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 52 dage,175 m²,Ejerudg.: 2.522 kr/md,,5 værelser,Opført 2022,2 toiletter,,,8930,https://www.boligsiden.dk/addresses/d87d1c4b-e9ad-4098-ac83-659372f0873a,Grund: 850 m²,
"Nørregade 63E, st. th.,8300",495.000 kr.,"Vestskolen, afd. Skovbakken",336 m,7.2,3.7,Ejerlejlighed,Energimærke D,Mellem,"25,1%","30,32‰.","Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",Til salg i alt: 52 dage,30 m²,Ejerudg.: 1.755 kr/md,Elevator: Nej,1 værelser,Opført 1989,1 toilet,Altan: Nej,Terrasse: Nej,8300,https://www.boligsiden.dk/addresses/0a3f50c0-a897-32b8-e044-0003ba298018,,
"Brattingbjerg 28,7600",795.000 kr.,Langhøjskolen,"2,15 km",6.9,3.8,Villa,Energimærke E,Lav,"25,3%","22,9‰.","Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",Til salg i alt: 878 dage,112 m²,Ejerudg.: 1.234 kr/md,,4 værelser,Opført 1977,1 toilet,,,7600,https://www.boligsiden.dk/addresses/0a3f50be-cd4f-32b8-e044-0003ba298018,Grund: 1066 m²,
"Tinghusvej 9A, st. th.,3480",2.650.000 kr.,Endrupskolen,690 m,8.4,3.8,Ejerlejlighed,Energimærke D,Mellem,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 52 dage,76 m²,Ejerudg.: 3.876 kr/md,Elevator: Nej,3 værelser,Opført 1744,1 toilet,Altan: Nej,Terrasse: Nej,3480,https://www.boligsiden.dk/addresses/0a3f50a8-459a-32b8-e044-0003ba298018,,
"Bævervej 7,8700",1.695.000 kr.,Horsens Byskole,957 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 52 dage,95 m²,Ejerudg.: 1.251 kr/md,,4 værelser,Opført 1972,1 toilet,,,8700,https://www.boligsiden.dk/addresses/0a3f50bb-3fd3-32b8-e044-0003ba298018,Grund: 736 m²,
"Kanaltorvet 8, 3. 29.,2620",1.399.000 kr.,Herstedlund Skole,919 m,5.9,3.7,Ejerlejlighed,Energimærke B,Høj,"25,6%","33,94‰.","Der er 27.599 indbyggere i Albertslund Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 33,94‰.",Til salg i alt: 52 dage,59 m²,Ejerudg.: 3.127 kr/md,Elevator: Ja,2 værelser,Opført 1970,1 toilet,Altan: Nej,Terrasse: Nej,2620,https://www.boligsiden.dk/addresses/0a3f50a5-222a-32b8-e044-0003ba298018,,
"Allékredsen 171,3400",3.950.000 kr.,Hillerød Vest Skolen,268 m,7.5,3.8,Rækkehus,Energimærke A2010,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 52 dage,105 m²,Ejerudg.: 2.941 kr/md,,4 værelser,Opført 2016,1 toilet,,,3400,https://www.boligsiden.dk/addresses/cfad80c3-3176-4a02-a7ad-760b1d7641e8,Grund: 181 m²,
"Roskildevænget 25, 1. th.,4000",1.795.000 kr.,Østervangsskolen,290 m,7.4,3.7,Ejerlejlighed,Energimærke C,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 52 dage,62 m²,Ejerudg.: 2.872 kr/md,Elevator: Nej,2 værelser,Opført 1960,1 toilet,Altan: Nej,Terrasse: Nej,4000,https://www.boligsiden.dk/addresses/0a3f50ac-132f-32b8-e044-0003ba298018,,
