,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Rooms_imputed,Trivsel_imputed,Grades_imputed,Toilets_imputed
"Gammel Køge Landevej 268, 1. d.,2650",1745000.0,Risbjergskolen,0.65,7.3,3.7,Ejerlejlighed, C,Høj,25.4,29.7,"Der er 53.267 indbyggere i Hvidovre Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,7‰.",26.0,52.0,52.0,2.406,1 toilet,1966,1.0,2650,https://www.boligsiden.dk/addresses/0a3f50a5-5a85-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Storgårdsvej 22,4690",1795000.0,"Ny-Vest, Terslev Skole",1.36,7.013960916948516,3.7173431040962046,Villa, B,Høj,25.8,25.0,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",193.0,155.0,1087.0,2.413,2 toiletter,1981,2.0,4690,https://www.boligsiden.dk/addresses/0a3f50ad-1e5b-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Jægergårdsgade 88, 1. th.,8000",2575000.0,Frederiksbjerg Skole,0.419,7.7,3.7,Ejerlejlighed, C,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",26.0,49.0,49.0,3.063,1 toilet,1891,1.0,8000,https://www.boligsiden.dk/addresses/0a3f50c3-54ae-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Sct Knuds Alle 9F,6740",1898000.0,Bakkevejens Skole,0.223,7.187917737789203,3.7284061696658095,Rækkehus, A2010,Lav,25.8,25.29,"Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",26.0,107.0,222.0,947.0,1 toilet,2016,1.0,6740,https://www.boligsiden.dk/addresses/98da5800-c30f-42a5-8869-9096591032bd,0,0,0,0,1,1,0
"Brårupvej 67,7800",1100000.0,Brårup Skole,0.236,7.1,3.8,Villa, C,Mellem,25.5,20.68,"Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",26.0,181.0,673.0,1.276,2 toiletter,1917,2.0,7800,https://www.boligsiden.dk/addresses/0a3f50c5-8b8e-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Fjordvej 4,9280",1595000.0,Mou Skole,0.433,6.5,3.7,Villa, B,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",26.0,169.0,752.0,2.358,2 toiletter,1927,2.0,9280,https://www.boligsiden.dk/addresses/0a3f50c9-009e-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Tårupvej 20,5591",1095000.0,Gelsted Skole,0.455,5.9,3.8,Villa, C,Mellem,25.8,21.29,"Der er 39.603 indbyggere i Middelfart Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 21,29‰.",340.0,120.0,720.0,1.36,1 toilet,1964,1.0,5591,https://www.boligsiden.dk/addresses/0a3f50b2-9620-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Heldagervej 4,2650",5595000.0,Frydenhøjskolen,0.236,6.7,3.7,Villa, C,Høj,25.4,29.7,"Der er 53.267 indbyggere i Hvidovre Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,7‰.",26.0,186.0,520.0,4.057,2 toiletter,1970,2.0,2650,https://www.boligsiden.dk/addresses/0a3f50a5-61d2-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Mirabellevej 3,4681",3395000.0,Herfølge Skole,0.775,6.8,3.7,Villa, C,Mellem,25.26,21.04,"Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",26.0,136.0,783.0,2.606,2 toiletter,1978,2.0,4681,https://www.boligsiden.dk/addresses/0a3f50ab-7bf7-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Johannes Ewalds Vej 112,8230",3695000.0,Gammelgaardsskolen,0.797,7.9,3.8,Rækkehus, B,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",219.0,116.0,378.0,3.006,1 toilet,1982,1.0,8230,https://www.boligsiden.dk/addresses/0a3f50c3-4fae-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Taastrup Hovedgade 45A, 2. th.,2630",1895000.0,Borgerskolen,1.2,6.6,3.7,Ejerlejlighed, D,Høj,24.6,24.4,"Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",26.0,68.0,68.0,4.712,1 toilet,1962,1.0,2630,https://www.boligsiden.dk/addresses/0a3f50a5-c578-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Fasanvej 2D,9530",2095000.0,Karensmindeskolen,1.38,8.0,3.8,Villa, C,Lav,25.33,26.09,"Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",250.0,152.0,831.0,1.876,2 toiletter,1972,2.0,9530,https://www.boligsiden.dk/addresses/0a3f50c9-5e22-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Engbovej 110,2610",3395000.0,Tinderhøj Skole,0.426,6.2,3.6,Rækkehus, B,Høj,25.7,30.8,"Der er 41.382 indbyggere i Rødovre Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 30,8‰.",26.0,95.0,220.0,3.274,1 toilet,1959,1.0,2610,https://www.boligsiden.dk/addresses/0a3f50a6-882f-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Vestermarken 11,6360",995000.0,Tinglev Skole,0.594,6.7,3.6,Villa, D,Mellem,25.6,18.9,"Der er 58.693 indbyggere i Aabenraa Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 18,9‰.",134.0,113.0,802.0,1.258,2 toiletter,1972,2.0,6360,https://www.boligsiden.dk/addresses/0a3f50b7-e981-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Søtoften 16,2680",6495000.0,Uglegårdsskolen,0.789,7.8,3.8,Villa, C,Mellem,24.9,20.95,"Der er 23.794 indbyggere i Solrød Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,95‰.",26.0,147.0,693.0,4.271,1 toilet,1997,1.0,2680,https://www.boligsiden.dk/addresses/0a3f50ac-6c02-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Vandværksvej 12,4800",3395000.0,Nordbyskolen,0.798,7.4,3.8,Villa, C,Høj,25.8,32.34,"Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",26.0,136.0,865.0,1.74,2 toiletter,1972,2.0,4800,https://www.boligsiden.dk/addresses/0a3f50b0-50a1-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Thomasmindeparken 62B,9440",2745000.0,Aabybro Skole,1.12,7.4,3.8,Ejerlejlighed, B,Meget lav,25.7,32.85,"Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",26.0,148.0,148.0,2.223,2 toiletter,2009,2.0,9440,https://www.boligsiden.dk/addresses/39ff92cd-f30f-0991-e044-0003ba298018,0,0,0,0,0,0,0
"Egemosevej 52B,4174",1995000.0,Vigersted Skole,2.62,6.9,3.6,Villa, D,Meget høj,26.1,24.74,"Der er 35.141 indbyggere i Ringsted Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 24,74‰.",26.0,125.0,858.0,1.766,2 toiletter,1974,2.0,4174,https://www.boligsiden.dk/addresses/0a3f50ae-2d4c-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Syvagervej 1,6560",2975000.0,Ungeuniverset-Vojens,10.29,6.3,3.6,Villa, D,Høj,26.3,24.36,"Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",26.0,227.0,18051.0,2.073,3 toiletter,1932,3.0,6560,https://www.boligsiden.dk/addresses/0a3f50b8-1dbc-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Gammel Køge Landevej 787A,2660",3295000.0,Brøndby Strand Skole - Dyringparken,1.1,5.9,3.7,Villa, D,Høj,24.3,20.5,"Der er 35.651 indbyggere i Brøndby Kommune. Kommuneskatten er på 24,3% og grundskyldspromillen på 20,5‰.",26.0,154.0,700.0,3.152,2 toiletter,1922,2.0,2660,https://www.boligsiden.dk/addresses/0a3f50a3-570b-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Landlystvej 53, 2. tv.,2650",2600000.0,Holmegårdsskolen,0.285,7.1,3.6,Ejerlejlighed, C,Høj,25.4,29.7,"Der er 53.267 indbyggere i Hvidovre Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,7‰.",26.0,74.0,74.0,4.592,1 toilet,1987,1.0,2650,https://www.boligsiden.dk/addresses/0a3f50a5-7c30-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Nørre Tranders Vej 20,9000",5498000.0,Vejgaard Østre Skole,0.42,7.3,3.8,Villa, C,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",221.0,174.0,727.0,2.774,3 toiletter,1898,3.0,9000,https://www.boligsiden.dk/addresses/0a3f50ca-7740-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Vorkvej 21,6040",1795000.0,Egtved Skole,2.37,7.1,3.8,Villa, A2010,Mellem,23.4,27.75,"Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",26.0,140.0,2608.0,1.444,1 toilet,1967,1.0,6040,https://www.boligsiden.dk/addresses/0a3f50ba-7f0d-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Lokesvej 5,4220",2395000.0,Broskolen,0.509,6.1,3.7,Villa, A2010,Høj,25.6,25.3,"Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",180.0,222.0,803.0,2.427,2 toiletter,1971,2.0,4220,https://www.boligsiden.dk/addresses/0a3f50ad-e02e-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Bøgevej 35,4684",2695000.0,"Holmegaardskolen, afd. Fensmark",0.95,6.8,3.6,Villa, C,Høj,25.0,25.0,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,26.0,119.0,800.0,1.886,2 toiletter,1965,2.0,4684,https://www.boligsiden.dk/addresses/0a3f50af-9f9c-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Viborgvej 79,9640",1695000.0,Farsø Skole,5.93,6.9,3.7,Landejendom, D,Mellem,26.3,22.82,"Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",26.0,194.0,55694.0,1.694,1 toilet,1877,1.0,9640,https://www.boligsiden.dk/addresses/0a3f50c7-3557-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Vævergade 5, st. tv.,2200",3998000.0,Blågård Skole,0.187,5.6,3.6,Ejerlejlighed, C,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",26.0,72.0,72.0,4.62,1 toilet,1881,1.0,2200,https://www.boligsiden.dk/addresses/0a3f50a1-c800-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Slotsvej 64,8543",1998000.0,Ådalens Skole,1.52,6.9,3.7,Villa, D,Høj,25.9,33.8,"Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",26.0,288.0,2601.0,2.462,2 toiletter,1906,2.0,8543,https://www.boligsiden.dk/addresses/0a3f50c1-66ef-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Rosenvænget 20,9320",575000.0,Klokkerholm Skole,0.101,7.013960916948516,3.7173431040962046,Villa, E,Lav,26.3,31.23,"Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",26.0,115.0,687.0,1.179,1 toilet,1947,1.0,9320,https://www.boligsiden.dk/addresses/0a3f50c7-13ab-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Vædderen 101,5700",3695000.0,Rantzausminde Skole,0.716,7.4,3.7,Villa, A2015,Meget høj,26.3,23.32,"Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",26.0,122.0,825.0,2.298,2 toiletter,2022,2.0,5700,https://www.boligsiden.dk/addresses/eb7e7167-5008-402a-94d4-fd5440d7383a,0,0,0,0,0,0,0
"Christian X's Vej 12S,8260",1195000.0,Rosenvangskolen,0.667,7.5,3.8,Ejerlejlighed, C,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",26.0,31.0,31.0,1.606,1 toilet,1969,1.0,8260,https://www.boligsiden.dk/addresses/0a3f50c2-a6cf-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Godske Lindenovs Vej 169,9210",1845000.0,Solbakkeskolen,0.391,6.1,3.6,Rækkehus, A2010,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",26.0,116.0,155.0,1.982,2 toiletter,1974,2.0,9210,https://www.boligsiden.dk/addresses/0a3f50ca-0578-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Børup Skovvej 15,7000",4195000.0,Fjordbakkeskolen,3.15,7.3,3.7,Landejendom, B,Høj,25.5,26.0,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",26.0,174.0,27514.0,3.486,2 toiletter,1875,2.0,7000,https://www.boligsiden.dk/addresses/0a3f50ba-89b6-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Vestparken 66,9550",1995000.0,Mariager Skole,0.176,7.7,3.7,Villa, D,Mellem,25.9,34.0,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",26.0,187.0,811.0,2.706,2 toiletter,1973,2.0,9550,https://www.boligsiden.dk/addresses/0a3f50c0-5714-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Wulffsvej 2,6261",475000.0,Bredebro Filialskole,0.879,7.013960916948516,3.7173431040962046,Villa, E,Meget lav,25.3,21.24,"Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",26.0,130.0,924.0,1.346,1 toilet,1870,1.0,6261,https://www.boligsiden.dk/addresses/0a3f50b6-64d9-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Industrivej 9,7171",2345000.0,Rask Mølle Skole,3.16,7.0,3.6,Villa, C,Høj,25.52,18.0,"Der er 47.099 indbyggere i Hedensted Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 18‰.",26.0,163.0,1161.0,1.131,2 toiletter,2003,2.0,7171,https://www.boligsiden.dk/addresses/0a3f50bc-7dce-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Stentofterne 305,7600",1495000.0,Parkskolen,1.36,7.7,3.7,Villa, C,Lav,25.3,22.9,"Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",26.0,162.0,952.0,1.606,2 toiletter,1984,2.0,7600,https://www.boligsiden.dk/addresses/0a3f50be-e7ba-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Tartinisvej 32, 3. 4.,2450",2150000.0,Ellebjerg Skole,0.73,6.3,3.7,Ejerlejlighed, C,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",26.0,50.0,50.0,3.45,1 toilet,1944,1.0,2450,https://www.boligsiden.dk/addresses/0a3f50a1-1c16-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Peders Kilde 9,2600",4995000.0,"Glostrup skole, Søndervang",0.285,7.013960916948516,3.7173431040962046,Villa, C,Høj,24.6,25.0,"Der er 23.514 indbyggere i Glostrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 25‰.",26.0,162.0,700.0,3.681,2 toiletter,1969,2.0,2600,https://www.boligsiden.dk/addresses/0a3f50a4-bfdc-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Ravnevej 18,9440",1398000.0,Aabybro Skole,3.0,7.4,3.8,Villa, D,Meget lav,25.7,32.85,"Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",208.0,195.0,762.0,1.342,2 toiletter,1972,2.0,9440,https://www.boligsiden.dk/addresses/0a3f50c9-a723-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Holmehøj 2A,8400",3249000.0,Ebeltoft Skole,2.35,7.3,3.7,Villa, A2020,Høj,25.9,33.8,"Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",848.0,184.0,1167.0,2.219,2 toiletter,2021,2.0,8400,https://www.boligsiden.dk/addresses/03c5d6c4-dc9f-4d34-a1f0-e8f9a33c8db4,0,0,0,0,0,0,0
"Store Strandstræde 18E, st.,1255",6195000.0,Sølvgades Skole,0.717,7.8,3.7,Ejerlejlighed, C,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",313.0,81.0,81.0,3.819,1 toilet,1778,1.0,1255,https://www.boligsiden.dk/addresses/40b5c621-1375-4f5e-953c-9d14409dc546,0,0,0,0,0,0,0
"Hovedgaden 32B,8832",3500000.0,Fjordklyngeskolen,0.067,7.013960916948516,3.7173431040962046,Villa, D,Mellem,25.5,23.7,"Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",26.0,373.0,468.0,1.672,1 toilet,1968,1.0,8832,https://www.boligsiden.dk/addresses/0a3f50c5-6d33-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Nørremarksvej 31,8830",2825000.0,Sødalskolen,4.43,7.2,3.7,Landejendom, D,Høj,25.5,23.7,"Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",26.0,205.0,30001.0,2.825,2 toiletter,1966,2.0,8830,https://www.boligsiden.dk/addresses/0a3f50c6-476e-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Kirkevangen 1,2765",3495000.0,Boesagerskolen,1.9,7.013960916948516,3.7173431040962046,Villa, D,Høj,25.7,23.98,"Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",26.0,64.0,470.0,3.005,2 toiletter,1949,2.0,2765,https://www.boligsiden.dk/addresses/0a3f50a6-0107-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Lille Randers 23,8410",1875000.0,Rønde Skole,4.55,7.1,3.7,Villa, C,Høj,25.9,33.8,"Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",252.0,150.0,1033.0,1.981,1 toilet,1970,1.0,8410,https://www.boligsiden.dk/addresses/0a3f50c1-9ace-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Edouard Suensons Gade 2, 5.,8200",3298000.0,Skovvangskolen,0.769,7.0,3.7,Ejerlejlighed, C,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",26.0,80.0,80.0,3.842,1 toilet,1939,1.0,8200,https://www.boligsiden.dk/addresses/0a3f50c2-b6c9-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Højdevej 18,9500",2695000.0,Hobro Søndre Skole og MF10,0.912,7.0,3.7,Villa, D,Mellem,25.9,34.0,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",26.0,142.0,692.0,2.745,2 toiletter,1949,2.0,9500,https://www.boligsiden.dk/addresses/0a3f50c8-62c5-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Kaj Birksteds Vej 53,9430",2595000.0,Vadum Skole,0.695,7.0,3.6,Rækkehus, A2015,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",26.0,118.0,451.0,1.653,2 toiletter,2019,2.0,9430,https://www.boligsiden.dk/addresses/1b66e25f-fa40-4eb9-91ec-f3af7d6a3875,0,0,0,0,0,0,0
"Indelukket 41,2900",7995000.0,Tranegårdskolen,0.901,8.6,3.8,Rækkehus, D,Mellem,24.17,16.0,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",26.0,94.0,175.0,4.707,1 toilet,1939,1.0,2900,https://www.boligsiden.dk/addresses/0a3f50a3-d06d-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Ullerupvej 63,9670",335000.0,Løgstør Skole,5.56,7.1,3.8,Villa, F,Mellem,26.3,22.82,"Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",26.0,94.0,1169.0,947.0,1 toilet,1955,1.0,9670,https://www.boligsiden.dk/addresses/0a3f50c8-93af-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Elmevej 12,8740",1995000.0,"Brædstrup Skole, folkeskoleafdeling",1.36,6.6,3.7,Villa, C,Mellem,25.39,22.56,"Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",26.0,135.0,964.0,1.595,1 toilet,1970,1.0,8740,https://www.boligsiden.dk/addresses/0a3f50ba-3f30-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Hovedvejen 160,4320",3485000.0,Osted Skole,0.557,7.1,3.6,Villa, D,Høj,25.31,28.23,"Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",455.0,202.0,1069.0,2.474,2 toiletter,1908,2.0,4320,https://www.boligsiden.dk/addresses/0a3f50ab-a796-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Fredericiavej 14,7000",1895000.0,"IBC International Business College Fredericia, 10. klasse",1.06,7.013960916948516,3.7173431040962046,Villa, C,Høj,25.5,26.0,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",265.0,145.0,735.0,2.178,1 toilet,1984,1.0,7000,https://www.boligsiden.dk/addresses/0a3f50ba-9654-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Irisvej 29,4050",3495000.0,Fjordlandsskolen,0.814,6.4,3.6,Villa, E,Høj,25.8,32.5,"Der er 45.800 indbyggere i Frederikssund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,5‰.",188.0,213.0,900.0,2.593,2 toiletter,1973,2.0,4050,https://www.boligsiden.dk/addresses/0a3f50aa-73de-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Trekanten 1,6091",1245000.0,Sdr. Bjert Skole,0.895,8.0,3.9,Villa, D,Høj,25.5,25.0,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",26.0,113.0,700.0,1.916,1 toilet,1969,1.0,6091,https://www.boligsiden.dk/addresses/0a3f50bc-4fad-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Mosevej 8,4600",4195000.0,Kirstinedalsskolen,1.1,6.5,3.7,Villa, C,Mellem,25.26,21.04,"Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",26.0,180.0,800.0,3.329,2 toiletter,1970,2.0,4600,https://www.boligsiden.dk/addresses/0a3f50ab-7c34-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Johannes Ewalds Vej 13B,3100",4475000.0,Hornbæk Skole,0.229,7.3,3.7,Villa, D,Lav,25.52,28.5,"Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",26.0,85.0,800.0,4.189,2 toiletter,1945,2.0,3100,https://www.boligsiden.dk/addresses/0a3f50a9-4b65-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Bistrupgade 52,4700",595000.0,"Lille Næstved Skole, afd. Karrebæk",3.25,7.013960916948516,3.7173431040962046,Villa, F,Høj,25.0,25.0,Der er 83.801 indbyggere i Næstved Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,26.0,113.0,1463.0,1.721,1 toilet,1900,1.0,4700,https://www.boligsiden.dk/addresses/0a3f50b0-6881-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Birketinget 2D, 3. 432.,2300",1895000.0,Peder Lykke Skolen,0.26,6.5,3.7,Ejerlejlighed, C,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",26.0,45.0,45.0,2.594,1 toilet,1970,1.0,2300,https://www.boligsiden.dk/addresses/0a3f509d-5428-32b8-e044-0003ba298018,1,0,0,0,0,0,0
"Hanehovedvej 102,3300",2595000.0,Frederiksværk Skole,1.93,6.4,3.7,Villa, E,Lav,25.7,34.0,"Der er 31.344 indbyggere i Halsnæs Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 34‰.",26.0,165.0,1597.0,2.96,2 toiletter,1973,2.0,3300,https://www.boligsiden.dk/addresses/0a3f50a8-7ebc-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Bragesvej 43,6100",1745000.0,Erlev Skole,0.42,6.5,3.8,Rækkehus, B,Høj,26.3,24.36,"Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",26.0,101.0,463.0,1.742,1 toilet,2004,1.0,6100,https://www.boligsiden.dk/addresses/0a3f50b6-aa2b-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Vester Lindetvej 13,6510",495000.0,Gram Skole,3.61,6.4,3.6,Villa, D,Mellem,26.3,24.36,"Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",26.0,70.0,802.0,1.037,1 toilet,1953,1.0,6510,https://www.boligsiden.dk/addresses/0a3f50b6-919b-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Skolevej 21,6430",495000.0,Nordals skolen,3.92,5.9,3.7,Villa, F,Meget høj,25.7,27.1,"Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",26.0,96.0,924.0,957.0,1 toilet,1957,1.0,6430,https://www.boligsiden.dk/addresses/0a3f50b7-2079-32b8-e044-0003ba298018,0,0,0,0,0,0,0
